Crop,Season,State,Soil_Type,Area,Cost_per_Hectare
Lentil,Annual,Madhya Pradesh,Red,0.5,26806
Horse Gram,Kharif,Uttar Pradesh,Sandy,0.8,22312
Wheat,Annual,Tamil Nadu,Red,2.38,33045
Cabbage,Kharif,Karnataka,Sandy,1.06,46891
Groundnut,Rabi,Odisha,Clay,2.99,36281
Jowar,Rabi,Andhra Pradesh,Laterite,0.92,22886
Jowar,Kharif,Andhra Pradesh,Alluvial,2.47,24812
Wheat,Annual,Rajasthan,Clay,2.26,30198
Tomato,Kharif,Punjab,Alluvial,1.31,47925
Chillies,Rabi,Tamil Nadu,Red,1.33,55849
Onion,Rabi,Andhra Pradesh,Sandy,1.91,48782
Ragi,Kharif,Tamil Nadu,Alluvial,2.63,25274
Tomato,Annual,Uttar Pradesh,Clay,1.47,47519
Chillies,Annual,Odisha,Sandy,0.65,60045
Maize,Kharif,Odisha,Laterite,1.44,25213
Brinjal,Kharif,Telangana,Clay,1.02,47122
Maize,Annual,Karnataka,Red,2.85,25888
Bajra,Rabi,Telangana,Sandy,2.24,23758
Cabbage,Kharif,Andhra Pradesh,Red,0.63,46529
Soybean,Annual,Punjab,Sandy,1.23,30995
Rice,Annual,Telangana,Clay,0.63,25691
Sunflower,Rabi,Telangana,Loamy,2.58,35981
Cabbage,Rabi,Telangana,Loamy,2.77,48630
Cotton,Rabi,Tamil Nadu,Sandy,0.78,45570
Cotton,Rabi,Uttar Pradesh,Laterite,1.6,43602
Tomato,Rabi,Punjab,Red,2.83,49281
Peas,Kharif,Odisha,Black,0.86,30115
Black Gram,Annual,Rajasthan,Sandy,1.23,24278
Green Gram,Kharif,Tamil Nadu,Sandy,1.26,21158
Lentil,Kharif,Andhra Pradesh,Loamy,0.58,25836
Chillies,Kharif,Punjab,Alluvial,0.59,54528
Cotton,Kharif,Odisha,Clay,2.88,46916
Carrot,Kharif,Punjab,Loamy,1.93,32463
Bajra,Rabi,Madhya Pradesh,Red,1.27,23904
Sunflower,Rabi,Madhya Pradesh,Loamy,1.45,34392
Horse Gram,Annual,Telangana,Black,2.29,22158
Jowar,Kharif,Telangana,Laterite,1.42,23765
Mustard,Annual,Madhya Pradesh,Clay,1.07,28796
Rice,Rabi,Rajasthan,Black,0.75,25836
Peas,Rabi,Odisha,Laterite,2.32,28794
Lentil,Rabi,Andhra Pradesh,Black,0.95,23989
Onion,Kharif,Karnataka,Clay,0.67,52540
Green Gram,Kharif,Karnataka,Loamy,1.57,22960
Ragi,Rabi,Tamil Nadu,Black,0.6,24887
Sunflower,Annual,Rajasthan,Loamy,2.91,32895
Garlic,Annual,Rajasthan,Clay,2.07,50275
Ragi,Rabi,Andhra Pradesh,Loamy,0.88,25401
Paddy,Annual,Punjab,Red,0.93,27772
Onion,Rabi,Karnataka,Loamy,1.92,48971
Sesame,Annual,Punjab,Alluvial,1.39,26086
Brinjal,Rabi,Punjab,Black,2.44,48654
Green Gram,Annual,Rajasthan,Clay,1.86,22620
Onion,Kharif,Punjab,Sandy,1.58,51407
Lentil,Rabi,Karnataka,Sandy,2.91,23765
Cotton,Rabi,Odisha,Sandy,1.48,44082
Green Gram,Annual,Maharashtra,Clay,1.5,22537
Garlic,Rabi,Punjab,Alluvial,2.16,52789
Green Gram,Rabi,Andhra Pradesh,Loamy,2.52,22500
Beans,Rabi,Uttar Pradesh,Black,2.07,25338
Sunflower,Kharif,Telangana,Laterite,2.25,37042
Turmeric,Kharif,Andhra Pradesh,Laterite,1.43,81942
Sesame,Annual,Madhya Pradesh,Clay,1.7,25637
Jowar,Kharif,Karnataka,Red,0.99,26009
Rice,Annual,Uttar Pradesh,Alluvial,2.2,27053
Carrot,Kharif,Telangana,Black,1.05,33380
Groundnut,Annual,Andhra Pradesh,Loamy,0.5,39094
Tobacco,Kharif,Uttar Pradesh,Sandy,2.83,61881
Tobacco,Kharif,Maharashtra,Alluvial,1.27,56298
Green Gram,Annual,Karnataka,Alluvial,0.99,23973
Beans,Rabi,Odisha,Black,1.17,24954
Mustard,Rabi,Tamil Nadu,Clay,1.33,31002
Turmeric,Kharif,Rajasthan,Loamy,1.69,83258
Tomato,Annual,Maharashtra,Clay,0.67,47857
Beans,Rabi,Madhya Pradesh,Clay,0.63,25009
Soybean,Annual,Rajasthan,Red,1.23,32269
Soybean,Rabi,Odisha,Clay,1.24,32268
Brinjal,Annual,Maharashtra,Loamy,0.79,46271
Sugarcane,Kharif,Telangana,Red,1.51,93321
Green Gram,Annual,Uttar Pradesh,Red,1.21,22218
Soybean,Rabi,Karnataka,Sandy,0.57,32368
Green Gram,Kharif,Uttar Pradesh,Sandy,2.71,22359
Brinjal,Annual,Punjab,Black,2.72,50774
Tobacco,Rabi,Andhra Pradesh,Loamy,1.02,59376
Horse Gram,Kharif,Madhya Pradesh,Clay,0.91,20490
Bajra,Annual,Punjab,Red,1.87,22613
Groundnut,Rabi,Punjab,Black,2.08,39381
Cabbage,Annual,Madhya Pradesh,Red,2.89,44089
Soybean,Annual,Andhra Pradesh,Alluvial,1.44,32428
Groundnut,Kharif,Telangana,Laterite,2.05,37654
Onion,Kharif,Andhra Pradesh,Laterite,2.7,52468
Turmeric,Rabi,Karnataka,Red,1.62,83750
Garlic,Kharif,Uttar Pradesh,Black,0.81,53124
Horse Gram,Rabi,Telangana,Sandy,1.44,21401
Turmeric,Annual,Tamil Nadu,Loamy,0.84,87485
Onion,Annual,Uttar Pradesh,Red,0.54,47923
Garlic,Rabi,Telangana,Red,2.38,50725
Onion,Annual,Andhra Pradesh,Loamy,1.1,49052
Rice,Kharif,Madhya Pradesh,Clay,0.51,29401
Sunflower,Annual,Andhra Pradesh,Sandy,2.68,32572
Chillies,Kharif,Tamil Nadu,Red,1.61,53874
Horse Gram,Rabi,Telangana,Alluvial,1.1,22701
Chillies,Rabi,Karnataka,Sandy,1.16,57015
Sunflower,Annual,Andhra Pradesh,Alluvial,1.1,33582
Sunflower,Annual,Telangana,Laterite,0.99,33774
Lentil,Kharif,Uttar Pradesh,Loamy,2.6,25127
Tobacco,Kharif,Tamil Nadu,Sandy,0.93,58000
Onion,Annual,Karnataka,Clay,1.9,51489
Chillies,Annual,Telangana,Sandy,0.69,52363
Lentil,Rabi,Maharashtra,Black,2.87,27117
Paddy,Rabi,Andhra Pradesh,Black,2.01,28334
Rice,Rabi,Tamil Nadu,Loamy,2.76,26583
Onion,Annual,Karnataka,Clay,1.49,49260
Carrot,Annual,Karnataka,Sandy,2.53,32517
Groundnut,Annual,Punjab,Laterite,2.63,35398
Jowar,Rabi,Rajasthan,Clay,2.26,25376
Carrot,Annual,Tamil Nadu,Red,0.73,32987
Sugarcane,Kharif,Karnataka,Loamy,0.54,92618
Sunflower,Annual,Telangana,Clay,0.92,33156
Peas,Annual,Punjab,Loamy,0.8,28436
Bajra,Annual,Rajasthan,Clay,2.31,23528
Garlic,Annual,Uttar Pradesh,Black,1.89,49540
Cabbage,Annual,Telangana,Laterite,1.81,49191
Beans,Kharif,Andhra Pradesh,Loamy,1.13,26808
Onion,Kharif,Rajasthan,Laterite,0.89,51123
Banana,Annual,Tamil Nadu,Loamy,1.02,123966
Cabbage,Rabi,Andhra Pradesh,Black,1.5,46016
Green Gram,Annual,Odisha,Red,2.35,23905
Banana,Annual,Odisha,Black,1.14,126875
Sesame,Annual,Tamil Nadu,Loamy,2.25,24542
Black Gram,Rabi,Uttar Pradesh,Laterite,1.73,24049
Black Gram,Rabi,Rajasthan,Alluvial,2.71,23974
Maize,Rabi,Punjab,Black,1.08,26096
Wheat,Kharif,Maharashtra,Laterite,1.63,31420
Beans,Rabi,Karnataka,Clay,0.74,25941
Rice,Kharif,Maharashtra,Clay,1.34,29698
Wheat,Kharif,Odisha,Black,1.77,32147
Black Gram,Rabi,Odisha,Loamy,2.33,22167
Sugarcane,Rabi,Uttar Pradesh,Clay,1.0,97647
Horse Gram,Rabi,Maharashtra,Laterite,1.05,20586
Banana,Kharif,Maharashtra,Red,2.08,119195
Jowar,Annual,Punjab,Laterite,1.46,24405
Sunflower,Rabi,Uttar Pradesh,Clay,1.71,35024
Sesame,Rabi,Uttar Pradesh,Clay,2.59,26314
Green Gram,Rabi,Tamil Nadu,Sandy,1.75,24141
Rice,Kharif,Andhra Pradesh,Alluvial,2.13,26047
Chillies,Kharif,Uttar Pradesh,Loamy,2.14,56689
Carrot,Annual,Uttar Pradesh,Laterite,2.51,33249
Horse Gram,Rabi,Telangana,Clay,2.1,21191
Banana,Kharif,Rajasthan,Loamy,0.66,127510
Soybean,Annual,Rajasthan,Black,1.36,34617
Groundnut,Rabi,Madhya Pradesh,Black,2.97,38826
Maize,Kharif,Maharashtra,Laterite,0.99,25978
Lentil,Rabi,Karnataka,Sandy,1.97,27211
Soybean,Rabi,Maharashtra,Clay,2.61,34640
Mustard,Kharif,Tamil Nadu,Laterite,1.97,30663
Maize,Kharif,Tamil Nadu,Red,1.43,26118
Horse Gram,Kharif,Tamil Nadu,Sandy,0.7,22978
Turmeric,Rabi,Andhra Pradesh,Clay,1.4,81788
Onion,Rabi,Karnataka,Clay,0.96,47421
Mustard,Annual,Rajasthan,Loamy,2.9,29790
Garlic,Rabi,Punjab,Laterite,2.29,54978
Black Gram,Kharif,Rajasthan,Clay,2.37,24624
Horse Gram,Rabi,Andhra Pradesh,Loamy,1.59,22778
Tomato,Annual,Tamil Nadu,Clay,0.77,49872
Soybean,Annual,Andhra Pradesh,Alluvial,1.17,31897
Peas,Kharif,Rajasthan,Sandy,1.15,31273
Groundnut,Kharif,Punjab,Laterite,1.72,38300
Jowar,Annual,Madhya Pradesh,Alluvial,1.65,25727
Ragi,Annual,Karnataka,Laterite,1.58,26090
Sesame,Annual,Andhra Pradesh,Red,1.74,25514
Cotton,Kharif,Rajasthan,Black,2.97,48607
Bajra,Annual,Karnataka,Loamy,1.25,22191
Tobacco,Annual,Rajasthan,Laterite,2.04,54266
Maize,Kharif,Rajasthan,Sandy,1.1,25694
Lentil,Rabi,Punjab,Laterite,1.67,27180
Cotton,Rabi,Madhya Pradesh,Laterite,1.0,47390
Ragi,Annual,Karnataka,Laterite,1.9,27044
Paddy,Rabi,Tamil Nadu,Clay,1.16,27966
Beans,Rabi,Karnataka,Laterite,0.59,27434
Sunflower,Rabi,Uttar Pradesh,Clay,2.54,35596
Maize,Rabi,Tamil Nadu,Sandy,0.82,25395
Green Gram,Annual,Karnataka,Sandy,1.42,24096
Soybean,Rabi,Telangana,Laterite,1.69,32099
Beans,Rabi,Telangana,Clay,1.58,25984
Chillies,Kharif,Rajasthan,Black,2.31,55295
Ragi,Annual,Tamil Nadu,Laterite,1.99,24575
Turmeric,Kharif,Karnataka,Loamy,1.24,85587
Rice,Kharif,Rajasthan,Loamy,0.63,26616
Cabbage,Annual,Maharashtra,Sandy,2.42,49242
Onion,Rabi,Rajasthan,Loamy,1.38,48437
Banana,Kharif,Andhra Pradesh,Loamy,2.72,122254
Carrot,Annual,Telangana,Red,1.49,32455
Sugarcane,Rabi,Maharashtra,Laterite,2.29,101106
Tobacco,Annual,Odisha,Laterite,2.85,56126
Beans,Kharif,Andhra Pradesh,Laterite,2.13,28468
Green Gram,Rabi,Tamil Nadu,Laterite,1.53,22953
Peas,Rabi,Rajasthan,Alluvial,1.92,27574
Cabbage,Annual,Telangana,Laterite,1.86,46567
Brinjal,Rabi,Madhya Pradesh,Clay,1.96,47729
Peas,Kharif,Telangana,Sandy,0.87,31069
Cotton,Kharif,Punjab,Clay,2.25,44809
Jowar,Kharif,Telangana,Sandy,0.86,23992
Tobacco,Annual,Madhya Pradesh,Alluvial,0.54,54752
Tomato,Rabi,Madhya Pradesh,Laterite,2.06,48634
Turmeric,Rabi,Rajasthan,Black,0.79,86718
Black Gram,Rabi,Tamil Nadu,Clay,2.43,24039
Wheat,Kharif,Madhya Pradesh,Laterite,2.66,29828
Ragi,Rabi,Telangana,Sandy,2.86,24663
Onion,Kharif,Tamil Nadu,Clay,2.16,48313
Cabbage,Rabi,Karnataka,Red,1.71,48831
Soybean,Kharif,Telangana,Loamy,1.38,34398
Tobacco,Rabi,Uttar Pradesh,Red,1.73,54275
Cotton,Annual,Rajasthan,Black,0.98,44970
Carrot,Annual,Andhra Pradesh,Laterite,1.37,31422
Beans,Kharif,Rajasthan,Alluvial,2.29,28253
Jowar,Kharif,Madhya Pradesh,Laterite,1.04,24605
Chillies,Rabi,Odisha,Black,1.16,54475
Maize,Rabi,Punjab,Black,2.37,26221
Ragi,Annual,Uttar Pradesh,Loamy,0.94,25894
Ragi,Rabi,Madhya Pradesh,Black,1.11,26787
Jowar,Kharif,Telangana,Red,0.54,22947
Chillies,Kharif,Tamil Nadu,Loamy,2.3,55462
Banana,Kharif,Uttar Pradesh,Laterite,2.04,125637
Soybean,Kharif,Odisha,Clay,2.24,31759
Cabbage,Kharif,Andhra Pradesh,Laterite,1.04,47783
Sunflower,Annual,Tamil Nadu,Alluvial,2.22,34122
Turmeric,Annual,Punjab,Black,1.99,87232
Paddy,Kharif,Maharashtra,Black,1.42,26854
Carrot,Rabi,Punjab,Sandy,1.59,33718
Bajra,Kharif,Rajasthan,Loamy,1.92,21466
Peas,Annual,Uttar Pradesh,Sandy,1.73,28239
Tomato,Kharif,Rajasthan,Loamy,2.1,52728
Wheat,Annual,Madhya Pradesh,Red,0.95,33492
Jowar,Annual,Karnataka,Loamy,1.85,23134
Rice,Kharif,Madhya Pradesh,Laterite,1.63,29330
Brinjal,Kharif,Andhra Pradesh,Alluvial,1.65,46576
Groundnut,Rabi,Uttar Pradesh,Clay,1.67,38583
Maize,Annual,Karnataka,Loamy,2.7,24967
Brinjal,Rabi,Tamil Nadu,Loamy,2.55,47333
Jowar,Kharif,Karnataka,Loamy,2.07,24422
Sugarcane,Annual,Andhra Pradesh,Alluvial,2.29,98797
Groundnut,Rabi,Telangana,Black,0.61,38065
Wheat,Rabi,Rajasthan,Alluvial,2.36,31595
Sugarcane,Rabi,Odisha,Black,1.72,103924
Brinjal,Kharif,Madhya Pradesh,Clay,1.29,45954
Rice,Kharif,Uttar Pradesh,Laterite,0.85,26289
Rice,Kharif,Andhra Pradesh,Alluvial,0.69,28539
Banana,Annual,Maharashtra,Black,0.61,115341
Sesame,Kharif,Odisha,Laterite,0.9,24538
Horse Gram,Annual,Andhra Pradesh,Laterite,0.58,21986
Lentil,Rabi,Maharashtra,Black,2.33,24912
Mustard,Rabi,Maharashtra,Black,1.12,31597
Jowar,Kharif,Maharashtra,Red,1.42,23817
Black Gram,Rabi,Telangana,Laterite,2.56,22845
Jowar,Kharif,Karnataka,Black,0.79,23643
Ragi,Annual,Punjab,Laterite,2.59,24782
Turmeric,Rabi,Madhya Pradesh,Alluvial,2.1,82377
Banana,Kharif,Maharashtra,Clay,1.36,126255
Bajra,Rabi,Andhra Pradesh,Sandy,0.79,23349
Beans,Rabi,Tamil Nadu,Sandy,0.73,27872
Turmeric,Kharif,Tamil Nadu,Loamy,1.34,80329
Green Gram,Rabi,Uttar Pradesh,Black,0.85,21017
Green Gram,Rabi,Rajasthan,Black,1.17,24116
Cotton,Rabi,Maharashtra,Laterite,0.63,42846
Sugarcane,Rabi,Andhra Pradesh,Loamy,1.99,103939
Sunflower,Annual,Maharashtra,Black,0.86,36526
Maize,Rabi,Telangana,Laterite,2.39,28257
Paddy,Rabi,Rajasthan,Black,1.05,28226
Sesame,Kharif,Maharashtra,Laterite,2.49,23509
Brinjal,Annual,Madhya Pradesh,Black,0.97,48925
Chillies,Kharif,Tamil Nadu,Red,2.3,58365
Cotton,Kharif,Maharashtra,Clay,1.33,43633
Rice,Kharif,Madhya Pradesh,Laterite,1.96,28880
Wheat,Annual,Madhya Pradesh,Clay,0.6,30419
Green Gram,Kharif,Karnataka,Red,1.74,22522
Onion,Kharif,Madhya Pradesh,Red,0.87,51766
Black Gram,Kharif,Rajasthan,Red,1.72,22517
Sugarcane,Rabi,Tamil Nadu,Red,0.85,93696
Beans,Kharif,Uttar Pradesh,Alluvial,1.59,24944
Brinjal,Annual,Telangana,Clay,0.78,45683
Brinjal,Annual,Tamil Nadu,Loamy,1.05,45683
Bajra,Rabi,Andhra Pradesh,Clay,1.99,21571
Ragi,Annual,Uttar Pradesh,Sandy,2.94,25319
Turmeric,Annual,Madhya Pradesh,Alluvial,1.62,87924
Onion,Rabi,Maharashtra,Black,2.22,52193
Wheat,Kharif,Karnataka,Black,1.85,31339
Carrot,Rabi,Uttar Pradesh,Loamy,1.75,30046
Bajra,Kharif,Andhra Pradesh,Sandy,0.66,21638
Garlic,Kharif,Andhra Pradesh,Sandy,0.86,53021
Tomato,Annual,Uttar Pradesh,Sandy,2.71,51529
Turmeric,Rabi,Karnataka,Red,1.53,89796
Bajra,Annual,Madhya Pradesh,Alluvial,2.04,20947
Mustard,Annual,Rajasthan,Black,1.82,30815
Horse Gram,Kharif,Andhra Pradesh,Alluvial,1.45,22056
Black Gram,Annual,Madhya Pradesh,Alluvial,1.47,24964
Cotton,Rabi,Rajasthan,Alluvial,1.89,46639
Bajra,Annual,Rajasthan,Sandy,0.85,22374
Lentil,Annual,Andhra Pradesh,Loamy,1.47,26246
Banana,Kharif,Uttar Pradesh,Loamy,1.62,129003
Tobacco,Rabi,Rajasthan,Sandy,2.96,56565
Beans,Annual,Maharashtra,Black,1.38,25119
Mustard,Kharif,Tamil Nadu,Black,2.11,29433
Sugarcane,Annual,Telangana,Black,0.84,93306
Carrot,Rabi,Andhra Pradesh,Loamy,0.66,31447
Lentil,Annual,Odisha,Loamy,2.68,27466
Sugarcane,Annual,Rajasthan,Alluvial,2.33,98431
Mustard,Kharif,Punjab,Sandy,1.29,30567
Jowar,Annual,Maharashtra,Red,1.76,25240
Sugarcane,Kharif,Odisha,Alluvial,0.84,101944
Ragi,Rabi,Madhya Pradesh,Laterite,2.27,27836
Cabbage,Annual,Telangana,Loamy,0.68,48245
Cotton,Rabi,Karnataka,Alluvial,2.39,45963
Wheat,Rabi,Rajasthan,Sandy,1.87,30927
Black Gram,Annual,Karnataka,Laterite,1.2,23092
Jowar,Kharif,Telangana,Clay,2.66,24004
Soybean,Rabi,Maharashtra,Alluvial,2.97,31957
Green Gram,Rabi,Maharashtra,Sandy,1.14,23192
Lentil,Annual,Telangana,Sandy,2.52,25953
Onion,Annual,Maharashtra,Loamy,2.38,47054
Bajra,Annual,Rajasthan,Red,2.37,24099
Banana,Annual,Telangana,Alluvial,2.89,121699
Beans,Annual,Andhra Pradesh,Sandy,1.72,26907
Sesame,Annual,Punjab,Black,2.19,25329
Green Gram,Kharif,Madhya Pradesh,Sandy,2.56,22925
Onion,Rabi,Tamil Nadu,Red,1.7,47839
Paddy,Kharif,Uttar Pradesh,Sandy,1.7,29950
Tomato,Kharif,Punjab,Loamy,1.3,47359
Wheat,Annual,Tamil Nadu,Clay,2.45,32095
Sugarcane,Rabi,Uttar Pradesh,Alluvial,2.22,94144
Sugarcane,Kharif,Karnataka,Loamy,1.63,99024
Soybean,Annual,Punjab,Alluvial,1.55,31446
Green Gram,Annual,Odisha,Laterite,0.68,23448
Onion,Rabi,Punjab,Alluvial,0.52,47238
Maize,Kharif,Maharashtra,Laterite,1.82,28172
Onion,Kharif,Rajasthan,Loamy,1.54,51803
Tomato,Kharif,Rajasthan,Black,2.49,49213
Tobacco,Annual,Tamil Nadu,Red,1.86,57448
Bajra,Rabi,Maharashtra,Black,2.84,23214
Cabbage,Rabi,Karnataka,Laterite,0.99,44323
Horse Gram,Kharif,Rajasthan,Sandy,2.98,20685
Ragi,Annual,Madhya Pradesh,Sandy,1.24,24746
Mustard,Kharif,Karnataka,Black,2.11,29996
Maize,Rabi,Maharashtra,Sandy,1.75,25281
Onion,Annual,Maharashtra,Laterite,1.4,47598
Horse Gram,Kharif,Tamil Nadu,Loamy,0.85,22511
Carrot,Kharif,Andhra Pradesh,Red,0.84,29522
Green Gram,Annual,Rajasthan,Clay,2.28,21494
Tobacco,Rabi,Maharashtra,Alluvial,1.44,62100
Garlic,Annual,Maharashtra,Laterite,2.9,52476
Chillies,Kharif,Madhya Pradesh,Clay,1.31,54770
Tobacco,Kharif,Punjab,Laterite,2.96,54537
Chillies,Kharif,Punjab,Alluvial,1.01,57084
Turmeric,Kharif,Maharashtra,Alluvial,0.76,80641
Groundnut,Rabi,Karnataka,Red,1.28,40478
Wheat,Rabi,Madhya Pradesh,Red,2.71,32644
Horse Gram,Kharif,Karnataka,Red,1.8,23566
Rice,Rabi,Uttar Pradesh,Sandy,0.84,29088
Jowar,Rabi,Andhra Pradesh,Laterite,1.01,24538
Brinjal,Rabi,Punjab,Loamy,1.28,49370
Lentil,Kharif,Punjab,Alluvial,1.98,26795
Ragi,Annual,Madhya Pradesh,Laterite,1.33,26436
Onion,Annual,Telangana,Clay,2.37,46042
Banana,Annual,Karnataka,Laterite,2.04,122468
Maize,Kharif,Rajasthan,Red,2.68,25209
Turmeric,Rabi,Madhya Pradesh,Red,1.75,86692
Wheat,Rabi,Tamil Nadu,Laterite,1.33,32614
Horse Gram,Kharif,Telangana,Red,2.99,23627
Lentil,Kharif,Odisha,Sandy,1.39,26108
Green Gram,Annual,Karnataka,Alluvial,1.57,23540
Ragi,Annual,Telangana,Clay,2.52,25251
Jowar,Kharif,Madhya Pradesh,Laterite,0.72,24024
Black Gram,Annual,Rajasthan,Alluvial,1.47,25013
Sunflower,Rabi,Tamil Nadu,Sandy,0.71,36151
Tomato,Kharif,Andhra Pradesh,Clay,0.85,51366
Peas,Kharif,Telangana,Red,0.51,28655
Brinjal,Rabi,Andhra Pradesh,Black,0.52,49574
Carrot,Rabi,Maharashtra,Sandy,1.45,33573
Horse Gram,Rabi,Punjab,Black,2.52,21169
Sugarcane,Annual,Uttar Pradesh,Alluvial,1.97,100312
Groundnut,Kharif,Punjab,Laterite,2.09,37335
Tobacco,Annual,Odisha,Clay,1.8,55165
Sunflower,Rabi,Rajasthan,Red,2.55,36193
Jowar,Annual,Tamil Nadu,Clay,2.7,23401
Sugarcane,Rabi,Andhra Pradesh,Sandy,2.62,93853
Green Gram,Annual,Madhya Pradesh,Red,2.53,23483
Sugarcane,Annual,Andhra Pradesh,Black,0.96,100825
Wheat,Rabi,Rajasthan,Black,1.98,30631
Tomato,Annual,Madhya Pradesh,Loamy,1.96,53466
Horse Gram,Kharif,Madhya Pradesh,Clay,1.82,21119
Bajra,Annual,Odisha,Laterite,1.7,24178
Tobacco,Annual,Rajasthan,Black,0.72,60459
Maize,Kharif,Telangana,Laterite,0.76,26230
Turmeric,Rabi,Punjab,Loamy,2.76,79503
Tomato,Kharif,Maharashtra,Sandy,2.08,48905
Onion,Annual,Andhra Pradesh,Loamy,1.16,46994
Banana,Rabi,Telangana,Laterite,1.2,125193
Chillies,Annual,Maharashtra,Black,2.03,55194
Tomato,Annual,Tamil Nadu,Alluvial,1.52,48718
Tobacco,Kharif,Uttar Pradesh,Laterite,1.6,60623
Tomato,Kharif,Andhra Pradesh,Red,0.65,48244
Turmeric,Rabi,Odisha,Alluvial,0.85,85118
Groundnut,Rabi,Maharashtra,Clay,1.48,36230
Jowar,Rabi,Madhya Pradesh,Laterite,2.25,25373
Sugarcane,Annual,Telangana,Red,0.62,99157
Green Gram,Kharif,Punjab,Clay,1.34,23533
Brinjal,Kharif,Odisha,Loamy,2.24,45132
Sesame,Kharif,Andhra Pradesh,Alluvial,2.48,23556
Soybean,Rabi,Rajasthan,Laterite,0.98,31141
Garlic,Kharif,Telangana,Sandy,2.33,48929
Carrot,Kharif,Odisha,Loamy,2.89,29929
Chillies,Kharif,Uttar Pradesh,Red,2.77,56887
Cotton,Rabi,Andhra Pradesh,Sandy,2.47,46755
Green Gram,Kharif,Tamil Nadu,Black,2.28,23683
Horse Gram,Rabi,Punjab,Loamy,1.09,21772
Horse Gram,Kharif,Tamil Nadu,Loamy,2.08,22141
Carrot,Kharif,Maharashtra,Laterite,2.11,34059
Paddy,Kharif,Rajasthan,Laterite,1.52,28833
Chillies,Rabi,Maharashtra,Red,1.73,56982
Chillies,Rabi,Punjab,Loamy,2.24,60466
Sesame,Kharif,Telangana,Laterite,2.88,26378
Cotton,Annual,Maharashtra,Black,1.24,45612
Cabbage,Rabi,Rajasthan,Clay,1.12,48081
Carrot,Rabi,Karnataka,Clay,2.0,31685
Wheat,Kharif,Karnataka,Clay,0.83,32801
Cotton,Annual,Odisha,Laterite,1.96,49084
Turmeric,Kharif,Odisha,Loamy,0.72,81708
Rice,Rabi,Andhra Pradesh,Clay,1.73,28966
Beans,Rabi,Odisha,Alluvial,2.05,27253
Brinjal,Kharif,Uttar Pradesh,Sandy,0.68,46625
Cabbage,Kharif,Odisha,Loamy,1.02,49201
Banana,Annual,Uttar Pradesh,Black,1.34,121688
Bajra,Annual,Odisha,Loamy,1.42,21297
Turmeric,Rabi,Tamil Nadu,Black,2.19,90119
Peas,Annual,Madhya Pradesh,Loamy,1.82,29401
Horse Gram,Annual,Uttar Pradesh,Clay,1.46,22171
Black Gram,Rabi,Telangana,Sandy,1.63,24637
Green Gram,Rabi,Andhra Pradesh,Sandy,0.53,24070
Horse Gram,Rabi,Punjab,Black,2.43,23240
Tobacco,Rabi,Uttar Pradesh,Loamy,0.6,58639
Garlic,Kharif,Maharashtra,Sandy,2.57,51592
Bajra,Rabi,Madhya Pradesh,Red,1.85,21826
Black Gram,Rabi,Tamil Nadu,Loamy,1.82,23446
Jowar,Rabi,Karnataka,Sandy,2.26,26208
Horse Gram,Annual,Tamil Nadu,Alluvial,2.65,22769
Banana,Rabi,Odisha,Alluvial,2.86,114213
Banana,Kharif,Andhra Pradesh,Red,1.86,116097
Wheat,Kharif,Madhya Pradesh,Sandy,0.88,33745
Groundnut,Rabi,Maharashtra,Alluvial,2.7,39860
Onion,Kharif,Uttar Pradesh,Clay,0.6,49100
Ragi,Annual,Tamil Nadu,Loamy,2.52,26584
Paddy,Rabi,Madhya Pradesh,Laterite,2.2,27816
Soybean,Kharif,Uttar Pradesh,Sandy,2.76,34205
Sunflower,Kharif,Andhra Pradesh,Red,2.74,35376
Sesame,Rabi,Punjab,Sandy,0.63,25301
Onion,Kharif,Karnataka,Black,2.02,48299
Green Gram,Rabi,Andhra Pradesh,Black,0.81,22320
Green Gram,Kharif,Odisha,Alluvial,0.7,21585
Green Gram,Annual,Rajasthan,Black,1.62,24028
Rice,Kharif,Punjab,Red,0.74,29483
Sunflower,Kharif,Odisha,Alluvial,2.32,36470
Horse Gram,Rabi,Tamil Nadu,Red,2.92,23442
Cotton,Kharif,Punjab,Loamy,1.92,47240
Ragi,Rabi,Odisha,Red,1.09,25122
Bajra,Annual,Punjab,Black,2.61,23408
Sugarcane,Rabi,Andhra Pradesh,Loamy,2.63,94885
Onion,Rabi,Madhya Pradesh,Black,2.33,48771
Banana,Kharif,Karnataka,Red,2.04,118938
Garlic,Annual,Karnataka,Black,2.67,50677
Lentil,Rabi,Odisha,Black,0.91,26297
Cabbage,Kharif,Odisha,Black,2.83,44463
Paddy,Kharif,Punjab,Sandy,2.87,27041
Black Gram,Rabi,Tamil Nadu,Loamy,2.68,24209
Tomato,Kharif,Odisha,Loamy,1.13,52279
Lentil,Rabi,Punjab,Clay,2.65,25818
Tomato,Rabi,Telangana,Loamy,1.74,47885
Turmeric,Rabi,Karnataka,Clay,1.99,83198
Ragi,Annual,Odisha,Red,2.6,27125
Tomato,Rabi,Andhra Pradesh,Clay,0.57,51590
Mustard,Kharif,Maharashtra,Clay,1.41,28027
Mustard,Annual,Punjab,Laterite,2.54,31765
Beans,Kharif,Karnataka,Red,2.53,25571
Tobacco,Annual,Odisha,Loamy,2.62,56034
Paddy,Annual,Madhya Pradesh,Alluvial,0.92,28531
Chillies,Annual,Punjab,Black,2.26,54949
